insurer,sub_fund,fee_source_page,fee_source_locator,fee_source_url,fee_source_metric,fee_as_of_date,fee_verification_status,fee_verification_note
Great Eastern,GreatLink Cash Fund,39,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink China Growth Fund,35,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Diversified Growth Portfolio,16,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink European Sustainable Equity Fund,18,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Far East Ex Japan Equities Fund,32,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Bond Fund,40,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Disruptive Innovation Fund,28,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Emerging Markets Equity Fund,25,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Equity Alpha Fund,23,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Equity Fund,19,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Perspective Fund,22,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Real Estate Securities Fund,24,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Supreme Fund,13,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Global Technology Fund,20,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Income Bond Fund,42,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Income Focus Fund,14,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink International Health Care Fund,27,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lifestyle Balanced Portfolio,7,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lifestyle Dynamic Portfolio,7,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lifestyle Progressive Portfolio,7,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lifestyle Secure Portfolio,7,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lifestyle Steady Portfolio,7,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lion Asian Balanced Fund,15,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lion India Fund,36,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lion Japan Growth Fund,34,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Lion Vietnam Fund,37,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Multi-Sector Income Fund,43,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Multi-Theme Equity Fund,26,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Short Duration Bond Fund,41,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Singapore Equities Fund,33,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink Sustainable Global Thematic Fund,21,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Great Eastern,GreatLink US Income And Growth Fund (Dis),17,docs/research/ilp-source-archive-2026-03-31/greatlink-2025.pdf,https://www.greateasternlife.com/content/dam/corp-site/great-eastern/sg/gels-ftrp-funds/annual-report/2025-greatlink-annual-report.pdf,Fund Management Fee,31 December 2025,verified_exact,Verified against archived PDF greatlink-2025.pdf
Income,Asia Dynamic Return Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/143789841452-Asia-20Dynamic-20Return-20Fund_Fullerton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/60dc6353-e335-4355-8643-6dbd838fb687/Asia%20Dynamic%20Return%20Fund_Fullerton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 143789841452-Asia-20Dynamic-20Return-20Fund_Fullerton-20ok.pdf
Income,Asia Managed Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/bc2a010916d3-Asia-20Managed-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/c3fb38df-e3e4-4a6b-a911-cf8dea0cb364/Asia%20Managed%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF bc2a010916d3-Asia-20Managed-20Fund-20ok.pdf
Income,Asian Bond Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/db96c751a813-Asian-20Bond-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/baf26861-a44e-423e-ab1a-5d583d3e4fab/Asian%20Bond%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF db96c751a813-Asian-20Bond-20Fund-20ok.pdf
Income,Asian Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/cb033d660878-Asian-20Equity-20Fund_Schroders-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/6b9e1ccb-2973-4425-8e5b-b373c5b6d9b3/Asian%20Equity%20Fund_Schroders%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF cb033d660878-Asian-20Equity-20Fund_Schroders-20ok.pdf
Income,Asian Income Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/3a71a2c0071f-Asian-20Income-20Fund_Schroders-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/9cfd214a-808f-4d0c-9138-8a4cce149e0a/Asian%20Income%20Fund_Schroders%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 3a71a2c0071f-Asian-20Income-20Fund_Schroders-20ok.pdf
Income,Global Bond Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/248a27d15709-Global-20Bond-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/10963d53-c456-4e15-9cc3-fe4d83bda609/Global%20Bond%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 248a27d15709-Global-20Bond-20Fund-20ok.pdf
Income,Global Diverse Series - Adventurous Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/749200e15462-GDS-20Adventurous-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/456f1083-ad05-4ea6-adcc-a9a33f4a7385/GDS%20Adventurous%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 749200e15462-GDS-20Adventurous-20Fund-20ok.pdf
Income,Global Diverse Series - Balanced Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/f9f6cb2709d3-GDS-20Balanced-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/c7a9bfc7-dd6f-428f-867c-30b67ca59dc1/GDS%20Balanced%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF f9f6cb2709d3-GDS-20Balanced-20Fund-20ok.pdf
Income,Global Diverse Series - Managed Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/10fe3fc8d6a6-GDS-20Managed-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/bbc04db3-c8d3-41cc-ba36-f8f5aa3e64e3/GDS%20Managed%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 10fe3fc8d6a6-GDS-20Managed-20Fund-20ok.pdf
Income,Global Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/de0c1434523a-Global-20Equity-20Fund.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/465b66ba-c1c3-4a7d-b11c-a5352e3f1066/Global%20Equity%20Fund.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF de0c1434523a-Global-20Equity-20Fund.pdf
Income,Global Income Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/07526481356c-Global-20Income-20Fund_Schroders-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/b5f6ed40-a270-48ab-bedd-b09722073743/Global%20Income%20Fund_Schroders%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 07526481356c-Global-20Income-20Fund_Schroders-20ok.pdf
Income,Global Technology Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/9efbe1800b22-Global-20Technology-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/90c6a3ff-3929-452e-97e0-0ee7c3c8bb96/Global%20Technology%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 9efbe1800b22-Global-20Technology-20Fund-20ok.pdf
Income,Income Asia Dividend Advantage Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/dadfaf9a7767-Income-20Asia-20Dividend-20Advantage-20Fund_Fullerton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/3763d121-5072-4ee0-bbfb-4a23542526d6/Income%20Asia%20Dividend%20Advantage%20Fund_Fullerton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF dadfaf9a7767-Income-20Asia-20Dividend-20Advantage-20Fund_Fullerton-20ok.pdf
Income,Income Global Absolute Alpha Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/6992786d43d2-Income-20Global-20Absolute-20Alpha-20Fund-20--20Fullerton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/52388db9-5373-4735-b06b-dde5053411bd/Income%20Global%20Absolute%20Alpha%20Fund%20-%20Fullerton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 6992786d43d2-Income-20Global-20Absolute-20Alpha-20Fund-20--20Fullerton-20ok.pdf
Income,Income Global Artificial Intelligence Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/b44e589082eb-Income-20Global-20Artificial-20Intelligence-20Fund_Allianz-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/feae5f73-4ad7-4e9e-b9d1-b1f8cf869eaa/Income%20Global%20Artificial%20Intelligence%20Fund_Allianz%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF b44e589082eb-Income-20Global-20Artificial-20Intelligence-20Fund_Allianz-20ok.pdf
Income,Income Global Dynamic Bond Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/5b331778c3f5-Income-20Global-20Dynamic-20Bond-20Fund-20_Pimco-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/90932cc5-a9e0-4664-b95e-5ad67caf9409/Income%20Global%20Dynamic%20Bond%20Fund%20_Pimco%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 5b331778c3f5-Income-20Global-20Dynamic-20Bond-20Fund-20_Pimco-20ok.pdf
Income,Income Global Eco Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/9f40672e1094-Income-20Global-20Eco-20Fund_Allianz-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/74e79e61-3b63-4bb3-b4e3-eb36b5fa4d00/Income%20Global%20Eco%20Fund_Allianz%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 9f40672e1094-Income-20Global-20Eco-20Fund_Allianz-20ok.pdf
Income,Income Global Emerging Markets Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/2e287dfd20f3-Income-20Global-20Emerging-20Markets-20Equity-20Fund_JPM-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/ea0a62a8-4618-4f3e-a297-1eca9f18626c/Income%20Global%20Emerging%20Markets%20Equity%20Fund_JPM%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 2e287dfd20f3-Income-20Global-20Emerging-20Markets-20Equity-20Fund_JPM-20ok.pdf
Income,Income Global Gold Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/4affbda07589-Income-20Global-20Gold-20Equity-20Fund_Schroders-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/d3557d62-95ee-4840-809e-7a2f80725498/Income%20Global%20Gold%20Equity%20Fund_Schroders%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 4affbda07589-Income-20Global-20Gold-20Equity-20Fund_Schroders-20ok.pdf
Income,Income Global Growth Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/7e227e2dd30d-Income-20Global-20Growth-20Equity-20Fund_Fundsmith-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/526f2093-af73-49b8-8d2f-d0b9fc79bf4a/Income%20Global%20Growth%20Equity%20Fund_Fundsmith%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 7e227e2dd30d-Income-20Global-20Growth-20Equity-20Fund_Fundsmith-20ok.pdf
Income,Income Global Sustainable Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/a05908a54c66-Income-20Global-20Sustainable-20Fund_JPM-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/aadbdec9-3965-41a3-a2fa-e2ce20c988b1/Income%20Global%20Sustainable%20Fund_JPM%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF a05908a54c66-Income-20Global-20Sustainable-20Fund_JPM-20ok.pdf
Income,Income India Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/3b83cf327acb-Income-20India-20Equity-20Fund_Franklin-20Templeton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/a0bacc6f-a8de-4f96-98b9-8605a3430fda/Income%20India%20Equity%20Fund_Franklin%20Templeton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 3b83cf327acb-Income-20India-20Equity-20Fund_Franklin-20Templeton-20ok.pdf
Income,Income Japan Dividend Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/ce970eb4d1c7-Income-20Japan-20Dividend-20Equity-20Fund-20--20Nikko-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/3374f4f7-f11a-4b1b-b2d3-41426f010841/Income%20Japan%20Dividend%20Equity%20Fund%20-%20Nikko%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF ce970eb4d1c7-Income-20Japan-20Dividend-20Equity-20Fund-20--20Nikko-20ok.pdf
Income,Income Regional China Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/6a3d016cfe24-Income-20Regional-20China-20Fund_Fullerton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/573f1083-1827-4934-ba26-bcefc8115b34/Income%20Regional%20China%20Fund_Fullerton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 6a3d016cfe24-Income-20Regional-20China-20Fund_Fullerton-20ok.pdf
Income,Income SGD Bond Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/0fce9d39dc51-Income-20SGD-20Bond-20Fund-20--20Fullerton-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/4de9d792-5e25-47e8-bbae-8b9888568cde/Income%20SGD%20Bond%20Fund%20-%20Fullerton%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 0fce9d39dc51-Income-20SGD-20Bond-20Fund-20--20Fullerton-20ok.pdf
Income,Income Singapore Dividend Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/95bff8df3b48-Income-20Singapore-20Dividend-20Equity-20Fund-20--20Nikko-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/918c6a3d-e127-41a9-a5fa-daafd498f3a4/Income%20Singapore%20Dividend%20Equity%20Fund%20-%20Nikko%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 95bff8df3b48-Income-20Singapore-20Dividend-20Equity-20Fund-20--20Nikko-20ok.pdf
Income,Income US Dividend and Growth Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/ee07c171e1ee-Income-20US-20Dividend-20and-20Growth-20Fund_Allianz-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/7e7b1cb4-a00e-4218-a34e-5810db196096/Income%20US%20Dividend%20and%20Growth%20Fund_Allianz%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF ee07c171e1ee-Income-20US-20Dividend-20and-20Growth-20Fund_Allianz-20ok.pdf
Income,Income US Large Cap Equity Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/8a7b61e53da3-Income-20US-20Large-20Cap-20Equity-20Fund_Schroders-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/4daa6e26-2b5a-4514-9d0c-0e1c016e2249/Income%20US%20Large%20Cap%20Equity%20Fund_Schroders%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 8a7b61e53da3-Income-20US-20Large-20Cap-20Equity-20Fund_Schroders-20ok.pdf
Income,Income World Healthscience Fund,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/03ed6c15f1d7-Income-20World-20Healthscience-20Fund_Blackrock.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/d7d1be65-48af-46f5-983e-7abda82d7423/Income%20World%20Healthscience%20Fund_Blackrock.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF 03ed6c15f1d7-Income-20World-20Healthscience-20Fund_Blackrock.pdf
Income,Money Market Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/da611a3ad8d0-Money-20Market-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/51e53a30-1672-46c4-b9eb-b2fc9abab686/Money%20Market%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF da611a3ad8d0-Money-20Market-20Fund-20ok.pdf
Income,Takaful Fund^,1,docs/research/ilp-source-archive-2026-03-31/fee-verify-cache/cff7a6690aef-Takaful-20Fund-20ok.pdf,https://assets-au-01.kc-usercontent.com:443/8acbd32f-b7e0-0294-6b7d-a2bc72d6b30c/6d911045-4e56-41c4-97cd-2f07cda36ea8/Takaful%20Fund%20ok.pdf,Annual Management Fee,,verified_exact,Verified against archived PDF cff7a6690aef-Takaful-20Fund-20ok.pdf
Manulife,Manulife ASEAN Equity Fund,216,docs/research/ilp-source-archive-2026-03-31/manulife-ML-Fund-Report-SAR-2025.pdf,https://www.manulife.com.sg/content/dam/insurance/sg/funds/ML-Fund%20Report_SAR.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF manulife-ML-Fund-Report-SAR-2025.pdf
Manulife,Manulife Asian Income Fund,160,docs/research/ilp-source-archive-2026-03-31/manulife-ML-Fund-Report-SAR-2025.pdf,https://www.manulife.com.sg/content/dam/insurance/sg/funds/ML-Fund%20Report_SAR.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF manulife-ML-Fund-Report-SAR-2025.pdf
